speed,period,warning,location
29,Before,No Warn,L01
29,Before,No Warn,L01
29,Before,No Warn,L01
29,Before,No Warn,L01
29,Before,No Warn,L01
30,Before,No Warn,L01
30,Before,No Warn,L01
31,Before,No Warn,L01
31,Before,No Warn,L01
31,Before,No Warn,L01
31,Before,No Warn,L01
31,Before,No Warn,L01
31,Before,No Warn,L01
31,Before,No Warn,L01
31,Before,No Warn,L01
31,Before,No Warn,L01
31,Before,No Warn,L01
32,Before,No Warn,L01
32,Before,No Warn,L01
32,Before,No Warn,L01
33,Before,No Warn,L01
33,Before,No Warn,L01
33,Before,No Warn,L01
33,Before,No Warn,L01
33,Before,No Warn,L01
33,Before,No Warn,L01
33,Before,No Warn,L01
34,Before,No Warn,L01
34,Before,No Warn,L01
34,Before,No Warn,L01
34,Before,No Warn,L01
34,Before,No Warn,L01
34,Before,No Warn,L01
34,Before,No Warn,L01
34,Before,No Warn,L01
34,Before,No Warn,L01
35,Before,No Warn,L01
35,Before,No Warn,L01
35,Before,No Warn,L01
35,Before,No Warn,L01
35,Before,No Warn,L01
35,Before,No Warn,L01
36,Before,No Warn,L01
36,Before,No Warn,L01
36,Before,No Warn,L01
36,Before,No Warn,L01
36,Before,No Warn,L01
36,Before,No Warn,L01
37,Before,No Warn,L01
37,Before,No Warn,L01
37,Before,No Warn,L01
37,Before,No Warn,L01
37,Before,No Warn,L01
37,Before,No Warn,L01
37,Before,No Warn,L01
37,Before,No Warn,L01
37,Before,No Warn,L01
37,Before,No Warn,L01
37,Before,No Warn,L01
38,Before,No Warn,L01
38,Before,No Warn,L01
38,Before,No Warn,L01
38,Before,No Warn,L01
38,Before,No Warn,L01
39,Before,No Warn,L01
39,Before,No Warn,L01
39,Before,No Warn,L01
39,Before,No Warn,L01
40,Before,No Warn,L01
40,Before,No Warn,L01
40,Before,No Warn,L01
40,Before,No Warn,L01
40,Before,No Warn,L01
41,Before,No Warn,L01
41,Before,No Warn,L01
41,Before,No Warn,L01
41,Before,No Warn,L01
41,Before,No Warn,L01
43,Before,No Warn,L01
45,Before,No Warn,L01
45,Before,No Warn,L01
48,Before,No Warn,L01
51,Before,No Warn,L01
28,After,No Warn,L01
29,After,No Warn,L01
30,After,No Warn,L01
30,After,No Warn,L01
31,After,No Warn,L01
31,After,No Warn,L01
31,After,No Warn,L01
31,After,No Warn,L01
31,After,No Warn,L01
31,After,No Warn,L01
31,After,No Warn,L01
32,After,No Warn,L01
32,After,No Warn,L01
32,After,No Warn,L01
33,After,No Warn,L01
33,After,No Warn,L01
33,After,No Warn,L01
33,After,No Warn,L01
33,After,No Warn,L01
33,After,No Warn,L01
33,After,No Warn,L01
33,After,No Warn,L01
33,After,No Warn,L01
33,After,No Warn,L01
35,After,No Warn,L01
35,After,No Warn,L01
35,After,No Warn,L01
35,After,No Warn,L01
36,After,No Warn,L01
36,After,No Warn,L01
36,After,No Warn,L01
36,After,No Warn,L01
36,After,No Warn,L01
36,After,No Warn,L01
36,After,No Warn,L01
36,After,No Warn,L01
37,After,No Warn,L01
37,After,No Warn,L01
38,After,No Warn,L01
38,After,No Warn,L01
38,After,No Warn,L01
38,After,No Warn,L01
38,After,No Warn,L01
38,After,No Warn,L01
38,After,No Warn,L01
38,After,No Warn,L01
38,After,No Warn,L01
38,After,No Warn,L01
38,After,No Warn,L01
38,After,No Warn,L01
38,After,No Warn,L01
38,After,No Warn,L01
38,After,No Warn,L01
39,After,No Warn,L01
39,After,No Warn,L01
39,After,No Warn,L01
39,After,No Warn,L01
39,After,No Warn,L01
39,After,No Warn,L01
40,After,No Warn,L01
40,After,No Warn,L01
40,After,No Warn,L01
40,After,No Warn,L01
40,After,No Warn,L01
40,After,No Warn,L01
40,After,No Warn,L01
40,After,No Warn,L01
40,After,No Warn,L01
40,After,No Warn,L01
41,After,No Warn,L01
42,After,No Warn,L01
42,After,No Warn,L01
42,After,No Warn,L01
42,After,No Warn,L01
42,After,No Warn,L01
43,After,No Warn,L01
43,After,No Warn,L01
43,After,No Warn,L01
43,After,No Warn,L01
43,After,No Warn,L01
44,After,No Warn,L01
44,After,No Warn,L01
44,After,No Warn,L01
45,After,No Warn,L01
45,After,No Warn,L01
45,After,No Warn,L01
45,After,No Warn,L01
45,After,No Warn,L01
45,After,No Warn,L01
45,After,No Warn,L01
46,After,No Warn,L01
46,After,No Warn,L01
46,After,No Warn,L01
46,After,No Warn,L01
47,After,No Warn,L01
48,After,No Warn,L01
48,After,No Warn,L01
50,After,No Warn,L01
53,After,No Warn,L01
56,After,No Warn,L01
25,Before,Warn,L02
28,Before,Warn,L02
31,Before,Warn,L02
31,Before,Warn,L02
32,Before,Warn,L02
32,Before,Warn,L02
33,Before,Warn,L02
33,Before,Warn,L02
33,Before,Warn,L02
33,Before,Warn,L02
33,Before,Warn,L02
33,Before,Warn,L02
33,Before,Warn,L02
34,Before,Warn,L02
34,Before,Warn,L02
34,Before,Warn,L02
34,Before,Warn,L02
34,Before,Warn,L02
34,Before,Warn,L02
34,Before,Warn,L02
35,Before,Warn,L02
35,Before,Warn,L02
35,Before,Warn,L02
35,Before,Warn,L02
35,Before,Warn,L02
35,Before,Warn,L02
35,Before,Warn,L02
35,Before,Warn,L02
35,Before,Warn,L02
35,Before,Warn,L02
36,Before,Warn,L02
36,Before,Warn,L02
36,Before,Warn,L02
36,Before,Warn,L02
36,Before,Warn,L02
36,Before,Warn,L02
36,Before,Warn,L02
36,Before,Warn,L02
36,Before,Warn,L02
36,Before,Warn,L02
37,Before,Warn,L02
37,Before,Warn,L02
37,Before,Warn,L02
37,Before,Warn,L02
37,Before,Warn,L02
37,Before,Warn,L02
38,Before,Warn,L02
38,Before,Warn,L02
38,Before,Warn,L02
38,Before,Warn,L02
38,Before,Warn,L02
38,Before,Warn,L02
39,Before,Warn,L02
39,Before,Warn,L02
39,Before,Warn,L02
39,Before,Warn,L02
39,Before,Warn,L02
39,Before,Warn,L02
39,Before,Warn,L02
39,Before,Warn,L02
39,Before,Warn,L02
39,Before,Warn,L02
40,Before,Warn,L02
40,Before,Warn,L02
40,Before,Warn,L02
40,Before,Warn,L02
40,Before,Warn,L02
40,Before,Warn,L02
41,Before,Warn,L02
41,Before,Warn,L02
41,Before,Warn,L02
42,Before,Warn,L02
42,Before,Warn,L02
42,Before,Warn,L02
42,Before,Warn,L02
42,Before,Warn,L02
43,Before,Warn,L02
43,Before,Warn,L02
43,Before,Warn,L02
43,Before,Warn,L02
43,Before,Warn,L02
44,Before,Warn,L02
44,Before,Warn,L02
44,Before,Warn,L02
45,Before,Warn,L02
45,Before,Warn,L02
45,Before,Warn,L02
46,Before,Warn,L02
46,Before,Warn,L02
46,Before,Warn,L02
46,Before,Warn,L02
47,Before,Warn,L02
47,Before,Warn,L02
48,Before,Warn,L02
50,Before,Warn,L02
50,Before,Warn,L02
52,Before,Warn,L02
53,Before,Warn,L02
54,Before,Warn,L02
57,Before,Warn,L02
27,After,Warn,L02
29,After,Warn,L02
31,After,Warn,L02
32,After,Warn,L02
32,After,Warn,L02
32,After,Warn,L02
32,After,Warn,L02
33,After,Warn,L02
33,After,Warn,L02
33,After,Warn,L02
33,After,Warn,L02
34,After,Warn,L02
34,After,Warn,L02
34,After,Warn,L02
34,After,Warn,L02
34,After,Warn,L02
35,After,Warn,L02
35,After,Warn,L02
35,After,Warn,L02
35,After,Warn,L02
35,After,Warn,L02
35,After,Warn,L02
35,After,Warn,L02
35,After,Warn,L02
35,After,Warn,L02
35,After,Warn,L02
36,After,Warn,L02
36,After,Warn,L02
36,After,Warn,L02
36,After,Warn,L02
36,After,Warn,L02
36,After,Warn,L02
36,After,Warn,L02
36,After,Warn,L02
37,After,Warn,L02
37,After,Warn,L02
37,After,Warn,L02
37,After,Warn,L02
37,After,Warn,L02
37,After,Warn,L02
37,After,Warn,L02
37,After,Warn,L02
38,After,Warn,L02
38,After,Warn,L02
38,After,Warn,L02
38,After,Warn,L02
38,After,Warn,L02
38,After,Warn,L02
38,After,Warn,L02
38,After,Warn,L02
38,After,Warn,L02
39,After,Warn,L02
39,After,Warn,L02
39,After,Warn,L02
39,After,Warn,L02
39,After,Warn,L02
39,After,Warn,L02
39,After,Warn,L02
39,After,Warn,L02
39,After,Warn,L02
39,After,Warn,L02
39,After,Warn,L02
40,After,Warn,L02
40,After,Warn,L02
40,After,Warn,L02
40,After,Warn,L02
40,After,Warn,L02
40,After,Warn,L02
40,After,Warn,L02
40,After,Warn,L02
40,After,Warn,L02
40,After,Warn,L02
41,After,Warn,L02
41,After,Warn,L02
41,After,Warn,L02
41,After,Warn,L02
41,After,Warn,L02
41,After,Warn,L02
41,After,Warn,L02
41,After,Warn,L02
41,After,Warn,L02
41,After,Warn,L02
41,After,Warn,L02
42,After,Warn,L02
42,After,Warn,L02
42,After,Warn,L02
42,After,Warn,L02
42,After,Warn,L02
42,After,Warn,L02
43,After,Warn,L02
43,After,Warn,L02
43,After,Warn,L02
43,After,Warn,L02
43,After,Warn,L02
45,After,Warn,L02
46,After,Warn,L02
46,After,Warn,L02
50,After,Warn,L02
50,After,Warn,L02
51,After,Warn,L02
22,Before,No Warn,L02
22,Before,No Warn,L02
23,Before,No Warn,L02
24,Before,No Warn,L02
24,Before,No Warn,L02
25,Before,No Warn,L02
25,Before,No Warn,L02
25,Before,No Warn,L02
25,Before,No Warn,L02
26,Before,No Warn,L02
26,Before,No Warn,L02
26,Before,No Warn,L02
26,Before,No Warn,L02
26,Before,No Warn,L02
27,Before,No Warn,L02
27,Before,No Warn,L02
27,Before,No Warn,L02
27,Before,No Warn,L02
27,Before,No Warn,L02
27,Before,No Warn,L02
27,Before,No Warn,L02
27,Before,No Warn,L02
27,Before,No Warn,L02
27,Before,No Warn,L02
28,Before,No Warn,L02
28,Before,No Warn,L02
28,Before,No Warn,L02
28,Before,No Warn,L02
28,Before,No Warn,L02
28,Before,No Warn,L02
28,Before,No Warn,L02
28,Before,No Warn,L02
28,Before,No Warn,L02
28,Before,No Warn,L02
28,Before,No Warn,L02
29,Before,No Warn,L02
29,Before,No Warn,L02
29,Before,No Warn,L02
29,Before,No Warn,L02
29,Before,No Warn,L02
29,Before,No Warn,L02
29,Before,No Warn,L02
29,Before,No Warn,L02
29,Before,No Warn,L02
29,Before,No Warn,L02
29,Before,No Warn,L02
29,Before,No Warn,L02
29,Before,No Warn,L02
30,Before,No Warn,L02
30,Before,No Warn,L02
30,Before,No Warn,L02
30,Before,No Warn,L02
30,Before,No Warn,L02
30,Before,No Warn,L02
30,Before,No Warn,L02
30,Before,No Warn,L02
30,Before,No Warn,L02
30,Before,No Warn,L02
31,Before,No Warn,L02
31,Before,No Warn,L02
31,Before,No Warn,L02
31,Before,No Warn,L02
31,Before,No Warn,L02
31,Before,No Warn,L02
32,Before,No Warn,L02
32,Before,No Warn,L02
32,Before,No Warn,L02
32,Before,No Warn,L02
32,Before,No Warn,L02
32,Before,No Warn,L02
32,Before,No Warn,L02
32,Before,No Warn,L02
32,Before,No Warn,L02
33,Before,No Warn,L02
33,Before,No Warn,L02
33,Before,No Warn,L02
33,Before,No Warn,L02
33,Before,No Warn,L02
33,Before,No Warn,L02
33,Before,No Warn,L02
34,Before,No Warn,L02
34,Before,No Warn,L02
34,Before,No Warn,L02
34,Before,No Warn,L02
34,Before,No Warn,L02
34,Before,No Warn,L02
34,Before,No Warn,L02
34,Before,No Warn,L02
34,Before,No Warn,L02
35,Before,No Warn,L02
35,Before,No Warn,L02
36,Before,No Warn,L02
36,Before,No Warn,L02
36,Before,No Warn,L02
37,Before,No Warn,L02
38,Before,No Warn,L02
38,Before,No Warn,L02
39,Before,No Warn,L02
42,Before,No Warn,L02
42,Before,No Warn,L02
25,After,No Warn,L02
26,After,No Warn,L02
27,After,No Warn,L02
28,After,No Warn,L02
28,After,No Warn,L02
28,After,No Warn,L02
28,After,No Warn,L02
28,After,No Warn,L02
28,After,No Warn,L02
28,After,No Warn,L02
29,After,No Warn,L02
29,After,No Warn,L02
29,After,No Warn,L02
29,After,No Warn,L02
29,After,No Warn,L02
29,After,No Warn,L02
29,After,No Warn,L02
29,After,No Warn,L02
30,After,No Warn,L02
30,After,No Warn,L02
30,After,No Warn,L02
30,After,No Warn,L02
30,After,No Warn,L02
30,After,No Warn,L02
30,After,No Warn,L02
31,After,No Warn,L02
31,After,No Warn,L02
31,After,No Warn,L02
31,After,No Warn,L02
31,After,No Warn,L02
31,After,No Warn,L02
31,After,No Warn,L02
31,After,No Warn,L02
31,After,No Warn,L02
32,After,No Warn,L02
32,After,No Warn,L02
32,After,No Warn,L02
32,After,No Warn,L02
32,After,No Warn,L02
32,After,No Warn,L02
33,After,No Warn,L02
33,After,No Warn,L02
34,After,No Warn,L02
34,After,No Warn,L02
34,After,No Warn,L02
34,After,No Warn,L02
34,After,No Warn,L02
34,After,No Warn,L02
34,After,No Warn,L02
34,After,No Warn,L02
35,After,No Warn,L02
35,After,No Warn,L02
35,After,No Warn,L02
35,After,No Warn,L02
35,After,No Warn,L02
35,After,No Warn,L02
35,After,No Warn,L02
35,After,No Warn,L02
35,After,No Warn,L02
35,After,No Warn,L02
35,After,No Warn,L02
35,After,No Warn,L02
35,After,No Warn,L02
35,After,No Warn,L02
36,After,No Warn,L02
36,After,No Warn,L02
36,After,No Warn,L02
36,After,No Warn,L02
36,After,No Warn,L02
36,After,No Warn,L02
36,After,No Warn,L02
37,After,No Warn,L02
37,After,No Warn,L02
37,After,No Warn,L02
38,After,No Warn,L02
38,After,No Warn,L02
38,After,No Warn,L02
39,After,No Warn,L02
40,After,No Warn,L02
40,After,No Warn,L02
40,After,No Warn,L02
40,After,No Warn,L02
40,After,No Warn,L02
40,After,No Warn,L02
41,After,No Warn,L02
41,After,No Warn,L02
41,After,No Warn,L02
42,After,No Warn,L02
44,After,No Warn,L02
44,After,No Warn,L02
44,After,No Warn,L02
44,After,No Warn,L02
45,After,No Warn,L02
46,After,No Warn,L02
47,After,No Warn,L02
47,After,No Warn,L02
50,After,No Warn,L02
50,After,No Warn,L02
51,After,No Warn,L02
52,After,No Warn,L02
22,Before,Warn,L03
24,Before,Warn,L03
24,Before,Warn,L03
25,Before,Warn,L03
25,Before,Warn,L03
25,Before,Warn,L03
26,Before,Warn,L03
26,Before,Warn,L03
27,Before,Warn,L03
27,Before,Warn,L03
27,Before,Warn,L03
28,Before,Warn,L03
28,Before,Warn,L03
28,Before,Warn,L03
28,Before,Warn,L03
28,Before,Warn,L03
28,Before,Warn,L03
28,Before,Warn,L03
28,Before,Warn,L03
28,Before,Warn,L03
28,Before,Warn,L03
28,Before,Warn,L03
29,Before,Warn,L03
29,Before,Warn,L03
29,Before,Warn,L03
29,Before,Warn,L03
29,Before,Warn,L03
29,Before,Warn,L03
29,Before,Warn,L03
30,Before,Warn,L03
30,Before,Warn,L03
30,Before,Warn,L03
30,Before,Warn,L03
30,Before,Warn,L03
30,Before,Warn,L03
30,Before,Warn,L03
30,Before,Warn,L03
30,Before,Warn,L03
30,Before,Warn,L03
31,Before,Warn,L03
31,Before,Warn,L03
31,Before,Warn,L03
31,Before,Warn,L03
31,Before,Warn,L03
31,Before,Warn,L03
31,Before,Warn,L03
31,Before,Warn,L03
31,Before,Warn,L03
31,Before,Warn,L03
32,Before,Warn,L03
32,Before,Warn,L03
32,Before,Warn,L03
32,Before,Warn,L03
32,Before,Warn,L03
32,Before,Warn,L03
32,Before,Warn,L03
32,Before,Warn,L03
32,Before,Warn,L03
32,Before,Warn,L03
33,Before,Warn,L03
33,Before,Warn,L03
33,Before,Warn,L03
33,Before,Warn,L03
33,Before,Warn,L03
34,Before,Warn,L03
34,Before,Warn,L03
34,Before,Warn,L03
34,Before,Warn,L03
34,Before,Warn,L03
34,Before,Warn,L03
34,Before,Warn,L03
35,Before,Warn,L03
35,Before,Warn,L03
35,Before,Warn,L03
35,Before,Warn,L03
35,Before,Warn,L03
36,Before,Warn,L03
36,Before,Warn,L03
36,Before,Warn,L03
37,Before,Warn,L03
37,Before,Warn,L03
37,Before,Warn,L03
37,Before,Warn,L03
37,Before,Warn,L03
37,Before,Warn,L03
38,Before,Warn,L03
38,Before,Warn,L03
38,Before,Warn,L03
38,Before,Warn,L03
38,Before,Warn,L03
39,Before,Warn,L03
39,Before,Warn,L03
39,Before,Warn,L03
39,Before,Warn,L03
40,Before,Warn,L03
40,Before,Warn,L03
41,Before,Warn,L03
42,Before,Warn,L03
42,Before,Warn,L03
44,Before,Warn,L03
21,After,Warn,L03
25,After,Warn,L03
26,After,Warn,L03
26,After,Warn,L03
26,After,Warn,L03
26,After,Warn,L03
26,After,Warn,L03
28,After,Warn,L03
28,After,Warn,L03
28,After,Warn,L03
29,After,Warn,L03
29,After,Warn,L03
29,After,Warn,L03
29,After,Warn,L03
29,After,Warn,L03
30,After,Warn,L03
30,After,Warn,L03
30,After,Warn,L03
30,After,Warn,L03
30,After,Warn,L03
30,After,Warn,L03
30,After,Warn,L03
31,After,Warn,L03
31,After,Warn,L03
31,After,Warn,L03
31,After,Warn,L03
31,After,Warn,L03
31,After,Warn,L03
31,After,Warn,L03
31,After,Warn,L03
31,After,Warn,L03
32,After,Warn,L03
32,After,Warn,L03
32,After,Warn,L03
32,After,Warn,L03
32,After,Warn,L03
32,After,Warn,L03
32,After,Warn,L03
32,After,Warn,L03
33,After,Warn,L03
33,After,Warn,L03
33,After,Warn,L03
33,After,Warn,L03
33,After,Warn,L03
33,After,Warn,L03
33,After,Warn,L03
33,After,Warn,L03
33,After,Warn,L03
33,After,Warn,L03
33,After,Warn,L03
33,After,Warn,L03
34,After,Warn,L03
34,After,Warn,L03
34,After,Warn,L03
34,After,Warn,L03
34,After,Warn,L03
34,After,Warn,L03
34,After,Warn,L03
34,After,Warn,L03
34,After,Warn,L03
34,After,Warn,L03
34,After,Warn,L03
35,After,Warn,L03
35,After,Warn,L03
35,After,Warn,L03
35,After,Warn,L03
35,After,Warn,L03
35,After,Warn,L03
35,After,Warn,L03
35,After,Warn,L03
35,After,Warn,L03
35,After,Warn,L03
36,After,Warn,L03
36,After,Warn,L03
36,After,Warn,L03
36,After,Warn,L03
36,After,Warn,L03
36,After,Warn,L03
36,After,Warn,L03
37,After,Warn,L03
37,After,Warn,L03
37,After,Warn,L03
37,After,Warn,L03
37,After,Warn,L03
38,After,Warn,L03
38,After,Warn,L03
38,After,Warn,L03
39,After,Warn,L03
39,After,Warn,L03
39,After,Warn,L03
39,After,Warn,L03
39,After,Warn,L03
39,After,Warn,L03
41,After,Warn,L03
42,After,Warn,L03
43,After,Warn,L03
43,After,Warn,L03
44,After,Warn,L03
45,After,Warn,L03
46,After,Warn,L03
24,Before,Warn,L04
24,Before,Warn,L04
28,Before,Warn,L04
28,Before,Warn,L04
28,Before,Warn,L04
28,Before,Warn,L04
29,Before,Warn,L04
29,Before,Warn,L04
29,Before,Warn,L04
29,Before,Warn,L04
29,Before,Warn,L04
30,Before,Warn,L04
30,Before,Warn,L04
30,Before,Warn,L04
30,Before,Warn,L04
30,Before,Warn,L04
30,Before,Warn,L04
31,Before,Warn,L04
31,Before,Warn,L04
31,Before,Warn,L04
32,Before,Warn,L04
32,Before,Warn,L04
32,Before,Warn,L04
32,Before,Warn,L04
33,Before,Warn,L04
33,Before,Warn,L04
33,Before,Warn,L04
33,Before,Warn,L04
33,Before,Warn,L04
33,Before,Warn,L04
33,Before,Warn,L04
33,Before,Warn,L04
34,Before,Warn,L04
34,Before,Warn,L04
34,Before,Warn,L04
34,Before,Warn,L04
34,Before,Warn,L04
35,Before,Warn,L04
35,Before,Warn,L04
35,Before,Warn,L04
35,Before,Warn,L04
35,Before,Warn,L04
35,Before,Warn,L04
35,Before,Warn,L04
36,Before,Warn,L04
36,Before,Warn,L04
36,Before,Warn,L04
36,Before,Warn,L04
36,Before,Warn,L04
36,Before,Warn,L04
36,Before,Warn,L04
36,Before,Warn,L04
36,Before,Warn,L04
37,Before,Warn,L04
37,Before,Warn,L04
37,Before,Warn,L04
37,Before,Warn,L04
37,Before,Warn,L04
37,Before,Warn,L04
37,Before,Warn,L04
37,Before,Warn,L04
37,Before,Warn,L04
37,Before,Warn,L04
38,Before,Warn,L04
38,Before,Warn,L04
38,Before,Warn,L04
38,Before,Warn,L04
38,Before,Warn,L04
39,Before,Warn,L04
39,Before,Warn,L04
39,Before,Warn,L04
39,Before,Warn,L04
39,Before,Warn,L04
39,Before,Warn,L04
40,Before,Warn,L04
40,Before,Warn,L04
40,Before,Warn,L04
40,Before,Warn,L04
40,Before,Warn,L04
40,Before,Warn,L04
40,Before,Warn,L04
41,Before,Warn,L04
41,Before,Warn,L04
41,Before,Warn,L04
42,Before,Warn,L04
42,Before,Warn,L04
43,Before,Warn,L04
43,Before,Warn,L04
44,Before,Warn,L04
44,Before,Warn,L04
44,Before,Warn,L04
45,Before,Warn,L04
45,Before,Warn,L04
45,Before,Warn,L04
46,Before,Warn,L04
47,Before,Warn,L04
48,Before,Warn,L04
49,Before,Warn,L04
50,Before,Warn,L04
55,Before,Warn,L04
27,After,Warn,L04
28,After,Warn,L04
28,After,Warn,L04
29,After,Warn,L04
29,After,Warn,L04
29,After,Warn,L04
29,After,Warn,L04
30,After,Warn,L04
30,After,Warn,L04
30,After,Warn,L04
30,After,Warn,L04
30,After,Warn,L04
30,After,Warn,L04
30,After,Warn,L04
30,After,Warn,L04
30,After,Warn,L04
30,After,Warn,L04
31,After,Warn,L04
31,After,Warn,L04
31,After,Warn,L04
31,After,Warn,L04
31,After,Warn,L04
31,After,Warn,L04
32,After,Warn,L04
32,After,Warn,L04
32,After,Warn,L04
32,After,Warn,L04
32,After,Warn,L04
32,After,Warn,L04
32,After,Warn,L04
32,After,Warn,L04
32,After,Warn,L04
32,After,Warn,L04
33,After,Warn,L04
33,After,Warn,L04
33,After,Warn,L04
33,After,Warn,L04
33,After,Warn,L04
33,After,Warn,L04
33,After,Warn,L04
34,After,Warn,L04
34,After,Warn,L04
34,After,Warn,L04
34,After,Warn,L04
34,After,Warn,L04
35,After,Warn,L04
35,After,Warn,L04
35,After,Warn,L04
35,After,Warn,L04
35,After,Warn,L04
35,After,Warn,L04
35,After,Warn,L04
35,After,Warn,L04
36,After,Warn,L04
36,After,Warn,L04
36,After,Warn,L04
36,After,Warn,L04
36,After,Warn,L04
36,After,Warn,L04
36,After,Warn,L04
37,After,Warn,L04
37,After,Warn,L04
37,After,Warn,L04
37,After,Warn,L04
38,After,Warn,L04
38,After,Warn,L04
38,After,Warn,L04
38,After,Warn,L04
38,After,Warn,L04
38,After,Warn,L04
38,After,Warn,L04
39,After,Warn,L04
39,After,Warn,L04
39,After,Warn,L04
39,After,Warn,L04
40,After,Warn,L04
40,After,Warn,L04
40,After,Warn,L04
40,After,Warn,L04
41,After,Warn,L04
